CASE_CODE_TYPE,CASE_CODE,CASE_CODE_TITLE,Hierarchy_level,Sort_sequence
natu,5139,"Symptoms involving skin and other integumentary tissue, n.e.c.",4,537
natu,514,Symptoms involving head and neck,3,538
natu,5140,"Symptoms involving head and neck, unspecified",4,539
natu,5141,"Headache, except migraine",4,540
natu,5142,"Loss of voice, voice disturbances",4,541
natu,5148,Multiple symptoms involving head and neck,4,542
natu,5149,"Symptoms involving head and neck, n.e.c.",4,543
natu,515,Symptoms involving cardiovascular system,3,544
natu,5150,"Symptoms involving cardiovascular system, unspecified",4,545
natu,5151,Unspecified tachycardia (rapid heartbeat),4,546
natu,5152,Gangrene,4,547
natu,5153,Enlargement of lymph nodes,4,548
natu,5158,Multiple symptoms involving cardiovascular system,4,549
natu,5159,"Symptoms involving cardiovascular system, n.e.c.",4,550
natu,516,Symptoms involving respiratory system and chest,3,551
natu,5160,"Symptoms involving respiratory system and chest, unspecified",4,552
natu,5161,Hyperventilation,4,553
natu,5162,Hemoptysis (cough with hemorrhage),4,554
natu,5163,Abnormal sputum,4,555
natu,5164,Chest pain,4,556
natu,5168,Multiple symptoms involving respiratory system and chest,4,557
natu,5169,"Symptoms involving respiratory system and chest, n.e.c.",4,558
natu,517,Symptoms involving digestive and urinary system,3,559
natu,5170,"Symptoms involving digestive and urinary system, unspecified",4,560
natu,5171,Nausea and vomiting—general,4,561
natu,5172,Heartburn,4,562
natu,5173,Frequency of urination and polyuria,4,563
natu,5174,"Abdominal pain, unspecified",4,564
natu,5178,Multiple symptoms involving digestive or urinary system,4,565
natu,5179,"Symptoms involving digestive and urinary system, n.e.c.",4,566
natu,518,Multiple symptoms,3,567
natu,519,"Other symptoms, n.e.c.",3,568
natu,52,Abnormal findings,2,569
natu,520,"Abnormal findings, unspecified",3,570
natu,521,Abnormal findings from examination of blood,3,571
natu,522,Abnormal findings from examination of urine,3,572
natu,523,Abnormal findings from other body substances,3,573
natu,524,Abnormal findings from radiological and other examination of body structure,3,574
natu,525,Abnormal findings from function studies,3,575
natu,526,Abnormal findings from histological and immunological studies,3,576
natu,5260,"Abnormal findings from histological and immunological studies, unspecified",4,577
natu,5261,"Positive reaction to tuberculin skin test, without a diagnosis of TB",4,578
natu,5269,"Abnormal findings from histological and immunological studies, n.e.c.",4,579
natu,528,Multiple abnormal findings,3,580
natu,529,Other abnormal findings,3,581
natu,58,"Multiple symptoms, signs, and ill-defined conditions",2,582
natu,59,"Symptoms, signs, and ill-defined conditions, n.e.c.",2,583
natu,6,"OTHER DISEASES, CONDITIONS, AND DISORDERS",1,584
natu,60,"Other diseases, conditions, and disorders, unspecified",2,585
natu,61,Damage to prosthetic and orthopedic devices,2,586
natu,610,"Damage to prosthetic and orthopedic devices, unspecified",3,587
natu,611,Damage to prosthetic devices and aids,3,588
natu,6110,"Damage to prosthetic devices, unspecified",4,589
natu,6111,Damage to artificial limb(s),4,590
natu,6112,Damage to artificial eye(s),4,591
natu,6113,Damage to other devices ,4,592
natu,6118,Damage to multiple prosthetic devices,4,593
natu,6119,"Damage to prosthetic devices, n.e.c.",4,594
natu,612,Damage to orthopedic devices,3,595
natu,6120,"Damage to orthopedic devices, unspecified",4,596
natu,6121,Damage to replaced joints,4,597
natu,6122,"Damage to pins, rods, plates, and screws",4,598
natu,6128,Damage to multiple orthopedic devices,4,599
natu,6129,"Damage to orthopedic devices, n.e.c.",4,600
natu,619,"Damage to medical implants, n.e.c.",3,601
natu,62,Mental disorders and syndromes,2,602
natu,620,"Mental disorders and syndromes, unspecified",3,603
natu,621,"Anxiety, stress",3,604
natu,6210,"Anxiety, stress, unspecified",4,605
natu,6211,Post-traumatic stress disorder,4,606
natu,6212,Adjustment disorder,4,607
natu,6213,Anxiety or panic disorder,4,608
natu,6219,"Anxiety, stress, n.e.c.",4,609
natu,622,Depression or depressive episode,3,610
natu,629,"Mental disorders and syndromes, n.e.c.",3,611
natu,69,"Other diseases, conditions, and disorders, n.e.c.",2,612
natu,7,EXPOSURES TO DISEASE—NO ILLNESS INCURRED ,1,613
natu,8,"MULTIPLE DISEASES, CONDITIONS, AND DISORDERS",1,614
natu,9999,Nonclassifiable,4,615
