CASE_CODE_TYPE,CASE_CODE,CASE_CODE_TITLE,Hierarchy_level,Sort_sequence
even,7370,"Boarding, alighting—excluding slip, trip, fall, unspecified",4,527
even,7371,"Boarding, alighting—excluding slip, trip, fall—single episode",4,528
even,7372,"Boarding, alighting—excluding slip, trip, fall—repetitive or prolonged",4,529
even,738,Multiple types of exertions and bodily reactions,3,530
even,739,Other exertions or bodily reactions,3,531
even,7391,Sustained viewing,4,532
even,7399,"Other exertions or bodily reactions, n.e.c.",4,533
even,74,"Bodily conditions, n.e.c.",2,534
even,78,Multiple types of overexertions and bodily reactions,2,535
even,79,"Overexertion and bodily reaction and exertion, n.e.c.",2,536
even,9999,Nonclassifiable,4,537
